timestamp,open,high,low,close,volume
2025-10-29 09:30:00-04:00,269.2749938964844,271.4100036621094,268.70001220703125,270.4200134277344,10209230
2025-10-29 10:30:00-04:00,270.4100036621094,270.44500732421875,267.51220703125,267.6300048828125,6247839
2025-10-29 11:30:00-04:00,267.6099853515625,268.8599853515625,267.1099853515625,268.6199951171875,4595121
2025-10-29 12:30:00-04:00,268.6029968261719,269.93011474609375,268.4700927734375,269.93011474609375,3066081
2025-10-29 13:30:00-04:00,269.8900146484375,270.8500061035156,269.7900085449219,270.80999755859375,4963178
2025-10-29 14:30:00-04:00,270.7850036621094,270.92999267578125,268.260009765625,268.30999755859375,5156103
2025-10-29 15:30:00-04:00,268.32000732421875,270.3800048828125,267.79998779296875,269.7300109863281,4325904
2025-10-30 09:30:00-04:00,271.989990234375,274.1400146484375,268.989990234375,269.0899963378906,8387840
2025-10-30 10:30:00-04:00,269.0899963378906,271.1700134277344,268.4800109863281,270.7900085449219,3886744
2025-10-30 11:30:00-04:00,270.7799987792969,272.3900146484375,270.2630920410156,272.010009765625,3869786
2025-10-30 12:30:00-04:00,272.0,272.06781005859375,271.0400085449219,271.95001220703125,2409548
2025-10-30 13:30:00-04:00,271.95001220703125,272.29998779296875,271.2799987792969,271.75,3435055
2025-10-30 14:30:00-04:00,271.760009765625,272.00799560546875,270.9949951171875,271.3399963378906,3831349
2025-10-30 15:30:00-04:00,271.3399963378906,271.6700134277344,271.04998779296875,271.2900085449219,5177440
2025-10-31 09:30:00-04:00,276.989990234375,277.32000732421875,269.1600036621094,270.3800048828125,17228178
2025-10-31 10:30:00-04:00,270.42999267578125,271.5599060058594,270.10009765625,271.29998779296875,4595066
2025-10-31 11:30:00-04:00,271.2998962402344,272.8584899902344,270.2200012207031,272.43499755859375,4301242
2025-10-31 12:30:00-04:00,272.42999267578125,273.1700134277344,270.1499938964844,270.3487854003906,4005527
2025-10-31 13:30:00-04:00,270.3299865722656,272.0599060058594,270.1099853515625,271.80999755859375,2396660
2025-10-31 14:30:00-04:00,271.7900085449219,272.17498779296875,271.2699890136719,272.1050109863281,2901733
2025-10-31 15:30:00-04:00,272.1300048828125,272.6499938964844,269.9599914550781,270.25,6601078
2025-11-03 09:30:00-05:00,270.4200134277344,270.7799987792969,266.25,267.6300048828125,10223517
2025-11-03 10:30:00-05:00,267.6400146484375,268.2799987792969,266.5,266.6400146484375,3102546
2025-11-03 11:30:00-05:00,266.659912109375,268.1499938964844,266.5223083496094,267.5350036621094,2821699
2025-11-03 12:30:00-05:00,267.5199890136719,268.0,267.25,267.6780090332031,2034109
2025-11-03 13:30:00-05:00,267.70989990234375,268.6199951171875,267.30999755859375,267.30999755859375,2075268
2025-11-03 14:30:00-05:00,267.32000732421875,267.7900085449219,266.9100036621094,267.6199951171875,2243434
2025-11-03 15:30:00-05:00,267.6300048828125,269.1099853515625,267.4599914550781,269.05999755859375,3383138
2025-11-04 09:30:00-05:00,268.24249267578125,269.5899963378906,267.614990234375,268.42999267578125,9645778
2025-11-04 10:30:00-05:00,268.42999267578125,271.0,267.7099914550781,270.6099853515625,3278354
2025-11-04 11:30:00-05:00,270.6400146484375,271.4859924316406,268.9800109863281,270.010009765625,3846826
2025-11-04 12:30:00-05:00,270.0050048828125,270.92999267578125,269.8900146484375,270.6383972167969,2072453
2025-11-04 13:30:00-05:00,270.6099853515625,270.82000732421875,269.8699951171875,270.5104064941406,2562532
2025-11-04 14:30:00-05:00,270.5299987792969,270.6099853515625,269.28271484375,270.09051513671875,2594188
2025-11-04 15:30:00-05:00,270.1000061035156,270.4049987792969,269.5,270.2099914550781,3522361
