symbol,timestamp,sent_at,open,high,low,current_price,previous_close,change,change_percent
GOOGL,2025-10-17T14:30:00,2025-10-17T14:30:00.000000,253.56500244140625,253.77000427246094,252.4149932861328,253.14999389648438,253.14999389648438,0.0,0.0
GOOGL,2025-10-17T15:30:00,2025-10-17T15:30:00.000000,253.13999938964844,253.7899932861328,252.65499877929688,253.32000732421875,253.14999389648438,0.170013427734375,0.0671591672263264
GOOGL,2025-10-20T09:30:00,2025-10-20T09:30:00.000000,254.69000244140625,256.3800048828125,254.22999572753906,256.0849914550781,253.32000732421875,2.764984130859375,1.0914985200203837
GOOGL,2025-10-20T10:30:00,2025-10-20T10:30:00.000000,256.0815124511719,256.54998779296875,255.39999389648438,256.3594970703125,256.0849914550781,0.274505615234375,0.10719316804730751
GOOGL,2025-10-20T11:30:00,2025-10-20T11:30:00.000000,256.3500061035156,257.3299865722656,256.02099609375,256.2099914550781,256.3594970703125,-0.149505615234375,-0.05831873480129727
GOOGL,2025-10-20T12:30:00,2025-10-20T12:30:00.000000,256.25,256.8599853515625,255.9499969482422,256.0950012207031,256.2099914550781,-0.114990234375,-0.04488124515439184
GOOGL,2025-10-20T13:30:00,2025-10-20T13:30:00.000000,256.1199951171875,256.5,255.75999450683594,256.1300964355469,256.0950012207031,0.03509521484375,0.013703982770637871
GOOGL,2025-10-20T14:30:00,2025-10-20T14:30:00.000000,256.1499938964844,256.8699951171875,255.8699951171875,256.32000732421875,256.1300964355469,0.189910888671875,0.07414626055851448
GOOGL,2025-10-20T15:30:00,2025-10-20T15:30:00.000000,256.32000732421875,256.95001220703125,256.19000244140625,256.5799865722656,256.32000732421875,0.259979248046875,0.10142760635849535
GOOGL,2025-10-21T09:30:00,2025-10-21T09:30:00.000000,254.66000366210938,254.8800048828125,251.3699951171875,251.81500244140625,256.5799865722656,-4.764984130859375,-1.8571144984908319
GOOGL,2025-10-21T10:30:00,2025-10-21T10:30:00.000000,251.81500244140625,252.77000427246094,244.14999389648438,246.22999572753906,251.81500244140625,-5.5850067138671875,-2.2179007047710506
GOOGL,2025-10-21T11:30:00,2025-10-21T11:30:00.000000,246.2998046875,249.64999389648438,245.70010375976562,248.93499755859375,246.22999572753906,2.7050018310546875,1.0985671437235671
GOOGL,2025-10-21T12:30:00,2025-10-21T12:30:00.000000,248.93499755859375,252.47000122070312,247.32000732421875,251.60000610351562,248.93499755859375,2.665008544921875,1.0705640311963736
GOOGL,2025-10-21T13:30:00,2025-10-21T13:30:00.000000,251.52999877929688,252.5699005126953,250.52000427246094,252.02000427246094,251.60000610351562,0.4199981689453125,0.1669309057061441
